iter	Logloss
300	0.5604398224
301	0.5603206088
302	0.5602862129
303	0.5601205249
304	0.5600182223
305	0.5598884961
306	0.5598120548
307	0.5597329176
308	0.5596249631
309	0.5595256427
310	0.559465957
311	0.5593782138
312	0.5593281979
313	0.5592833464
314	0.559161469
315	0.5590448826
316	0.5589476767
317	0.5588411396
318	0.5587739381
319	0.5586859288
320	0.5586202133
321	0.558459568
322	0.5583489536
323	0.5582134626
324	0.5581110719
325	0.5579983861
326	0.5578949057
327	0.5578255225
328	0.5577205256
329	0.5576203667
330	0.5575184167
331	0.5574484905
332	0.5573478092
333	0.5572631869
334	0.5571354029
335	0.5570266079
336	0.556974141
337	0.5568802475
338	0.5568288891
339	0.5566911085
340	0.5566108185
341	0.5564802065
342	0.556396645
343	0.5562985918
344	0.5562363947
345	0.5561637781
346	0.5560623333
347	0.5559559945
348	0.555845021
349	0.5557605437
350	0.5556793006
351	0.5555523323
352	0.5554256622
353	0.5553192953
354	0.5552081575
355	0.5551377405
356	0.555001346
357	0.5549367293
358	0.5548081988
359	0.5547486552
360	0.5547156672
361	0.5546387651
362	0.5545560396
363	0.5544789249
364	0.5543413998
365	0.5542499963
366	0.5541546254
367	0.554078706
368	0.5539948739
369	0.5538887984
370	0.5537825256
371	0.5537039895
372	0.5535859548
373	0.553521158
374	0.5534355015
375	0.5533253823
376	0.5532275582
377	0.5531752781
378	0.5531123575
379	0.5530276636
380	0.5529350168
381	0.5528959401
382	0.5527415808
383	0.5526053047
384	0.5525182869
385	0.552439302
386	0.5523477699
387	0.5522604572
388	0.5521833003
389	0.5521005352
390	0.5520209151
391	0.5519298083
392	0.5518686533
393	0.5517915215
394	0.551686668
395	0.5515596451
396	0.551465033
397	0.5513480926
398	0.5512471629
399	0.5511601668
400	0.5510349019
401	0.5509580926
402	0.5508780485
403	0.5507779384
404	0.550677203
405	0.5506340089
406	0.5505464327
407	0.5504377461
408	0.5503071239
409	0.5502303632
410	0.5501257604
411	0.5500415045
412	0.5499140974
413	0.5498215626
414	0.5497838022
415	0.54969751
416	0.5496472676
417	0.5495793587
418	0.5494563485
419	0.5493712723
420	0.5492400711
421	0.5491021902
422	0.5489991384
423	0.5488715379
424	0.548761176
425	0.5486649811
426	0.5485655568
427	0.5484480443
428	0.5483035817
429	0.5481915114
430	0.5480985545
431	0.5479785827
432	0.5478758236
433	0.547739721
434	0.5476126718
435	0.5475071202
436	0.5473854686
437	0.5472438495
438	0.5471461393
439	0.5470631438
440	0.5469728526
441	0.5468304619
442	0.5467157328
443	0.5466389276
444	0.5465809309
445	0.5464719204
446	0.5463430759
447	0.5462515739
448	0.54613586
449	0.5460235392
450	0.545925491
451	0.545802773
452	0.5457490852
453	0.5456519806
454	0.5455305129
455	0.5453846271
456	0.5452522619
457	0.5451290697
458	0.5450123603
459	0.5448845758
460	0.5447780192
461	0.5446264441
462	0.5444878589
463	0.5443963982
464	0.5442911104
465	0.5441720045
466	0.5440097477
467	0.5439377181
468	0.543808025
469	0.5436813755
470	0.5435852854
471	0.5434870352
472	0.543381858
473	0.5432394892
474	0.5431354515
475	0.5429844438
476	0.5428494532
477	0.5426977653
478	0.5426014045
479	0.5424740497
480	0.5423759327
481	0.5422458025
482	0.5421039801
483	0.5419674833
484	0.5418124727
485	0.5416844496
486	0.5415608852
487	0.5414610858
488	0.5413199428
489	0.541223765
490	0.5410689598
491	0.5409656556
492	0.5408191988
493	0.5406343023
494	0.5405266323
495	0.5403915495
496	0.5402581441
497	0.5401220425
498	0.5400167859
499	0.5399139418
500	0.5398115909
501	0.539657679
502	0.5395562399
503	0.5394279607
504	0.5392987203
505	0.5391781095
506	0.5390512662
507	0.5389408879
508	0.5388123668
509	0.5386740565
510	0.5385396706
511	0.5384143157
512	0.5383158602
513	0.5381469796
514	0.5380187302
515	0.537900303
516	0.5377585
517	0.5376672328
518	0.5375029306
519	0.5373486737
520	0.5371828356
521	0.5370746912
522	0.5369161778
523	0.5367775277
524	0.5367241812
525	0.536597374
526	0.5364877251
527	0.5363541904
528	0.5362377063
529	0.5361017753
530	0.5359625534
531	0.5358258591
532	0.535712957
533	0.5355703495
534	0.5354498138
535	0.53527451
536	0.5351588132
537	0.5350593987
538	0.5349446816
539	0.5348237424
540	0.534735755
541	0.5346239365
542	0.5345283267
543	0.5343991588
544	0.5342865214
545	0.5341582817
546	0.5340484591
547	0.5339421007
548	0.5337899397
549	0.5336399913
550	0.5335345022
551	0.5333891383
552	0.5332579111
553	0.5331147147
554	0.5330100147
555	0.5328669484
556	0.532769182
557	0.5326702022
558	0.532565937
559	0.5324509243
560	0.5323572949
561	0.5322744721
562	0.5321771666
563	0.532096505
564	0.5319829158
565	0.5318442261
566	0.5317046062
567	0.531607495
568	0.5314909389
569	0.5313816175
570	0.531282641
571	0.5311765771
572	0.5310442747
573	0.5309530462
574	0.5308445001
575	0.530732381
576	0.5306400822
577	0.5305233366
578	0.5303988111
579	0.5302785527
580	0.5301466065
581	0.5300585948
582	0.5299481446
583	0.5298411716
584	0.5297435418
585	0.5296657008
586	0.5295396468
587	0.5294276911
588	0.5293122701
589	0.5291975666
590	0.5290973556
591	0.528969238
592	0.528898561
593	0.5288064985
594	0.5287194125
595	0.5285936754
596	0.5284803791
597	0.5283374367
598	0.5282560893
599	0.528196298
600	0.5280739894
601	0.5279248162
602	0.527791309
603	0.5276568776
604	0.5274815384
605	0.5273585461
606	0.527240185
607	0.5271183596
608	0.5270074682
609	0.526940536
610	0.5268441856
611	0.5267170826
612	0.5266435312
613	0.5265161679
614	0.5264007671
615	0.5262629453
616	0.5261769786
617	0.5260227625
618	0.5259221475
619	0.5258134807
620	0.5257060139
621	0.525579482
622	0.525497156
623	0.5253772487
624	0.52525792
625	0.5251600273
626	0.5250430273
627	0.5249077178
628	0.5247826702
629	0.5246480591
630	0.5245662494
631	0.5244286601
632	0.5243374532
633	0.5241708544
634	0.5240245861
635	0.5239097852
636	0.5238153608
637	0.5237092161
638	0.5236003812
639	0.523508892
640	0.523402916
641	0.5232957456
642	0.5231772614
643	0.5230611411
644	0.5229617297
645	0.5228632096
646	0.5227704652
647	0.522694909
648	0.5225917506
649	0.5225394673
650	0.5224266261
651	0.5223129842
652	0.5221612172
653	0.522038482
654	0.5219186543
655	0.5218015852
656	0.5216887734
657	0.5215984197
658	0.5215084638
659	0.5214073596
660	0.5213274199
661	0.5212164329
662	0.5211197004
663	0.520956498
664	0.5208199806
665	0.5207019021
666	0.5206172363
667	0.5205502905
668	0.5204357724
669	0.5202987733
670	0.5202002468
671	0.5200793782
672	0.5199777392
673	0.5198306027
674	0.5196943008
675	0.5195760847
676	0.519518999
677	0.5194165029
678	0.5193335845
679	0.5192143324
680	0.51911844
681	0.5189887136
682	0.5188874008
683	0.5187480957
684	0.518645088
685	0.5185532112
686	0.518444013
687	0.5183359696
688	0.5182235425
689	0.5181181651
690	0.5180316229
691	0.5179405071
692	0.5178363134
693	0.5177358434
694	0.5175781441
695	0.5174812189
696	0.5173718003
697	0.5172772906
698	0.5171736481
699	0.5170394732
700	0.5169303574
701	0.5168006502
702	0.5166411916
703	0.5165427509
704	0.5164070774
705	0.5163149431
706	0.5162488341
707	0.5161456167
708	0.5160169981
709	0.5159122817
710	0.515841183
711	0.5157274933
712	0.5156743531
713	0.5155690398
714	0.515435654
715	0.5153107574
716	0.5151901935
717	0.5150676557
718	0.5149792328
719	0.5148692832
720	0.5147590994
721	0.5146137921
722	0.5145024522
723	0.5143909861
724	0.5142248996
725	0.5140860507
726	0.5139725022
727	0.5138513008
728	0.5137894951
729	0.5136848525
730	0.513635759
731	0.5135602647
732	0.5134323339
733	0.513305153
734	0.5131873574
735	0.5130926038
736	0.5129937622
737	0.5128863081
738	0.5127364043
739	0.5126499497
740	0.5125278299
741	0.5124050759
742	0.51227332
743	0.5121530689
744	0.5120795851
745	0.5119728431
746	0.5118655019
747	0.5117544175
748	0.5117166359
749	0.5116003941
750	0.5114915935
751	0.5113849337
752	0.5113068359
753	0.5112334966
754	0.5111178719
755	0.5110408728
756	0.5109247723
757	0.5108563395
758	0.5107575431
759	0.5106653928
760	0.510560407
761	0.5104802052
762	0.5103637054
763	0.5103129817
764	0.5102050572
765	0.5100842748
766	0.5099573366
767	0.5098660018
768	0.5097389175
769	0.5096067079
770	0.5094890415
771	0.5093933255
772	0.5092963311
773	0.5091979635
774	0.5090858032
775	0.5089359528
776	0.508803236
777	0.5086861461
778	0.5085620381
779	0.5084701404
780	0.5083749233
781	0.5082436694
782	0.5081362295
783	0.5080307611
784	0.5078936584
785	0.5077872904
786	0.5076785951
787	0.5075295541
788	0.5074255692
789	0.5072571856
790	0.5071153718
791	0.5070299403
792	0.5069146881
793	0.5067890032
794	0.5066956129
795	0.5066103512
796	0.5065059887
797	0.506394197
798	0.5063140855
799	0.5062332869
